b0430	cyoC	2	447270	447884	b0429	cyoD	2	446941	447270	1	447298
b0431	cyoB	2	447874	449865	b0430	cyoC	2	447270	447884	11	447912
b0432	cyoA	2	449887	450834	b0431	cyoB	2	447874	449865	-21	449893
b0448	mdlA	1	468095	469867	b0449	mdlB	1	469860	471641	8	
b0461	ybaJ	2	479558	479932	b0460	hha	2	479314	479532	-25	479560
b0463	acrA	2	483650	484843	b0462	acrB	2	480478	483627	-22	483655
b0467	priC	2	489509	490036	b0466	ybaM	2	489334	489495	-13	489523
b0471	ybaB	1	493300	493629	b0472	recR	1	493629	494234	1	
b0485		1	510865	511797	b0486		1	511800	513092	-2	
b0489		2	514080	514997	b0488		2	513625	514080	1	514108
b0490		1	515143	515820	b0491		1	515780	516586	41	
b0493		2	517564	518373	b0492		2	516649	517539	-24	517567
b0494	tesA	2	518363	518989	b0495	ybbA	1	518957	519643	33	
b0494	tesA	2	518363	518989	b0493		2	517564	518373	11	518401
b0495	ybbA	1	518957	519643	b0496		1	519640	522054	4	
b0495	ybbA	1	518957	519643	b0494	tesA	2	518363	518989	33	519017
b0498	ybbC	1	526805	527173	b0499		1	527173	527883	1	
b0499		1	527173	527883	b0500	ybbD	1	527864	528124	20	
b0507	gcl	1	533140	534921	b0508	gip	1	534934	535710	-12	
b0510		1	536720	536998	b0511		1	536998	538311	1	
b0513		1	539783	541090	b0514		1	541112	542257	-21	
b0516		2	543281	544516	b0515		2	542485	543270	-10	543298
b0517		2	544538	545587	b0516		2	543281	544516	-21	544544
b0519		1	547838	548839	b0520		1	548850	549665	-10	
b0520		1	548850	549665	b0521	ybcF	1	549662	550555	4	
b0523	purE	2	551814	552323	b0522	purK	2	550750	551817	4	551845
b0525	ppiB	2	553166	553660	b0524	ybbF	2	552441	553163	-2	553191
b0529	folD	2	556098	556964	b0528	ybcJ	2	555884	556117	20	556145
b0533		1	561565	562542	b0534	ybcG	1	562553	563068	-10	
b0537	intD	2	564038	565201	b0538		1	565195	565755	7	
b0538		1	565195	565755	b0537	intD	2	564038	565201	7	565229
b0540		1	566056	566364	b0541	tra5_2	1	566361	567227	4	
b0545		1	570116	570667	b0546		1	570677	571474	-9	
b0547		1	571689	572144	b0548		1	572144	572314	1	
b0548		1	572144	572314	b0549		1	572307	572597	8	
b0549		1	572307	572597	b0550		1	572594	572956	4	
b0553	nmpC	2	574981	576108	b0552	yi52_2	2	573960	574976	-4	575004
b0554		1	576621	576836	b0555		1	576836	577333	1	
b0555		1	576836	577333	b0556		1	577330	577791	4	
b0560	nohB	1	580057	580602	b0561		1	580577	581320	26	
b0568	nfrA	2	587205	590177	b0567	ybcH	2	586314	587204	0	587232
b0569	nfrB	2	590164	592401	b0568	nfrA	2	587205	590177	14	590205
b0571		2	593983	594666	b0570		2	592551	593993	11	594021
b0573		1	596354	596686	b0574		1	596702	597925	-15	
b0574		1	596702	597925	b0575	ybdE	1	597937	601080	-11	
b0589	fepG	2	619419	620411	b0588	fepC	2	618607	619422	4	619450
b0590	fepD	2	620408	621412	b0589	fepG	2	619419	620411	4	620439
b0593	entC	1	624108	625283	b0594	entE	1	625293	626903	-9	
b0594	entE	1	625293	626903	b0595	entB	1	626917	627774	-13	
b0595	entB	1	626917	627774	b0596	entA	1	627774	628520	1	
b0596	entA	1	627774	628520	b0597	ybdB	1	628523	628936	-2	
b0602		2	634572	635792	b0601		2	633970	634599	28	634627
b0614		2	646707	647258	b0613		2	645854	646732	26	646760
b0615		2	647262	648794	b0614		2	646707	647258	-3	647286
b0616		2	648805	649728	b0615		2	647262	648794	-10	648822
b0617		2	649710	650006	b0616		2	648805	649728	19	649756
b0618		2	650021	651166	b0617		2	649710	650006	-14	650034
b0619		1	651458	653116	b0620	criR	1	653085	653765	32	
b0625	ybeH	1	657254	657481	b0626		1	657478	658041	4	
b0634	mrdB	2	664424	665536	b0633	rlpA	2	663325	664413	-10	664441
b0635	mrdA	2	665539	667440	b0634	mrdB	2	664424	665536	-2	665564
b0637	ybeB	2	667942	668151	b0636	ybeA	2	667471	667938	-3	667966
b0639		2	669154	669795	b0638	phpB	2	668519	669130	-23	669158
b0640	holA	2	669797	670828	b0639		2	669154	669795	-1	669823
b0641	rlpB	2	670828	671409	b0640	holA	2	669797	670828	1	670856
b0642	leuS	2	671424	674006	b0641	rlpB	2	670828	671409	-14	671437
b0645		1	675934	676641	b0646		1	676638	678065	4	
b0648		1	678731	679438	b0649		1	679435	680886	4	
b0653	gltK	2	684478	685152	b0652	gltL	2	683753	684478	1	684506
b0654	gltJ	2	685152	685892	b0653	gltK	2	684478	685152	1	685180
b0658		2	690129	691007	b0657	lnt	2	688566	690104	-24	690132
b0660		2	691561	692640	b0659		2	691097	691564	4	691592
b0663		1	695581	695916	b0667		1	695931	696068	-14	
b0666	metU	2	695887	695963	b0667		1	695931	696068	33	
b0667		1	695931	696068	b0669		1	696065	696184	4	
b0667		1	695931	696068	b0666	metU	2	695887	695963	33	695991
b0668	glnW	2	695979	696053	b0669		1	696065	696184	-11	
b0668	glnW	2	695979	696053	b0666	metU	2	695887	695963	-15	695991
b0669		1	696065	696184	b0671		1	696185	696337	0	
b0669		1	696065	696184	b0668	glnW	2	695979	696053	-11	696081
b0670	glnU	2	696088	696162	b0671		1	696185	696337	-22	
b0671		1	696185	696337	b0670	glnU	2	696088	696162	-22	696190
b0672	leuW	2	696186	696270	b0670	glnU	2	696088	696162	-23	696190
b0673	metT	2	696280	696356	b0672	leuW	2	696186	696270	-9	696298
b0677	nagA	2	700826	701974	b0676	nagC	2	699597	700817	-8	700845
b0687	seqA	1	712210	712755	b0688	pgm	1	712781	714421	-25	
b0693	speF	2	717485	719683	b0692	potE	2	716169	717488	4	717516
b0695	kdpD	2	720953	723637	b0694	kdpE	2	720279	720956	4	720984
b0696	kdpC	2	723630	724202	b0695	kdpD	2	720953	723637	8	723665
b0697	kdpB	2	724211	726259	b0696	kdpC	2	723630	724202	-8	724230
b0698	kdpA	2	726282	727955	b0697	kdpB	2	724211	726259	-22	726287
b0700	rhsC	1	728806	732999	b0702	ybfB	1	732999	733325	1	
b0703		1	733443	734876	b0704	ybfC	1	734873	735442	4	
b0707	ybgA	1	738224	738733	b0708	phrB	1	738730	740148	4	
b0710		1	742050	742793	b0711		1	742816	743472	-22	
b0711		1	742816	743472	b0712		1	743466	744398	7	
b0712		1	743466	744398	b0713		1	744388	745122	11	
b0717		2	748202	748930	b0716		2	747144	748232	31	748260
b0718		2	748945	751401	b0717		2	748202	748930	-14	748958
b0721	sdhC	1	754400	754789	b0722	sdhD	1	754783	755130	7	
b0722	sdhD	1	754783	755130	b0723	sdhA	1	755130	756896	1	
b0723	sdhA	1	755130	756896	b0724	sdhB	1	756912	757628	-15	
b0725		1	757687	757947	b0726	sucA	1	757929	760730	19	
b0726	sucA	1	757929	760730	b0727	sucB	1	760745	761962	-14	
b0728	sucC	1	762237	763403	b0729	sucD	1	763403	764272	1	
b0731	hrsA	1	765207	767183	b0732	ybgB	1	767201	769834	-17	
b0733	cydA	1	770678	772249	b0734	cydB	1	772265	773404	-15	
b0736	ybgC	1	773975	774379	b0737	tolQ	1	774376	775068	4	
b0737	tolQ	1	774376	775068	b0738	tolR	1	775072	775500	-3	
b0741	pal	1	778290	778811	b0742	ybgF	1	778821	779612	-9	
b0744	valT	1	779988	780063	b0745	lysW	1	780066	780141	-2	
b0746	valZ	1	780291	780366	b0747	lysY	1	780370	780445	-3	
b0757	galK	2	788054	789202	b0756	galM	2	787020	788060	7	788088
b0758	galT	2	789206	790252	b0757	galK	2	788054	789202	-3	789230
b0759	galE	2	790262	791278	b0758	galT	2	789206	790252	-9	790280
b0763	modA	1	794312	795085	b0764	modB	1	795085	795774	1	
b0764	modB	1	795085	795774	b0765	modC	1	795777	796835	-2	
b0775	bioB	1	808567	809607	b0776	bioF	1	809604	810758	4	
b0776	bioF	1	809604	810758	b0777	bioC	1	810745	811500	14	
b0777	bioC	1	810745	811500	b0778	bioD	1	811493	812170	8	
b0781	moaA	1	816267	817256	b0782	moaB	1	817278	817790	-21	
b0782	moaB	1	817278	817790	b0783	moaC	1	817793	818278	-2	
b0783	moaC	1	817793	818278	b0784	moaD	1	818271	818516	8	
b0784	moaD	1	818271	818516	b0785	moaE	1	818518	818970	-1	
b0789		2	821721	822962	b0788		2	820765	821721	1	821749
b0790		2	822959	823720	b0789		2	821721	822962	4	822990
b0793		2	825342	826475	b0792		2	824225	825331	-10	825359
b0794		2	826468	828219	b0793		2	825342	826475	8	826503
b0795		2	828197	829195	b0794		2	826468	828219	23	828247
b0796	ybiH	2	829195	829878	b0795		2	828197	829195	1	829223
b0805		2	838472	840754	b0804		2	837753	838466	-5	838494
b0810	glnP	2	845683	846342	b0809	glnQ	2	844964	845686	4	845714
b0817		1	852406	852873	b0818		1	852870	853988	4	
b0824		2	861835	862761	b0823		2	859397	861829	-5	861857
b0827	moeA	2	864352	865587	b0826	moeB	2	863603	864352	1	864380
b0828	ybiK	1	865791	866756	b0829		1	866776	868614	-19	
b0829		1	866776	868614	b0830		1	868634	870172	-19	
b0830		1	868634	870172	b0831		1	870190	871110	-17	
b0831		1	870190	871110	b0832		1	871113	872024	-2	
b0833		1	872202	874550	b0834		1	874558	875886	-7	
b0845		2	885354	886562	b0844		2	884539	885327	-26	885355
b0850	ybjC	1	890136	890423	b0851	mdaA	1	890407	891129	17	
b0854	potF	1	893007	894119	b0855	potG	1	894133	895347	-13	
b0855	potG	1	894133	895347	b0856	potH	1	895357	896310	-9	
b0856	potH	1	895357	896310	b0857	potI	1	896307	897152	4	
b0862	artQ	2	900757	901473	b0861	artM	2	900089	900757	1	900785
b0863	artI	2	901480	902211	b0862	artQ	2	900757	901473	-6	901501
b0864	artP	2	902229	902957	b0863	artI	2	901480	902211	-17	902239
b0866		1	903816	904139	b0867		1	904136	904966	4	
b0870		2	907516	908517	b0869		2	906075	907535	20	907563
b0873		2	911385	913043	b0872		2	910405	911373	-11	911401
b0878		1	918431	919573	b0879		1	919570	921516	4	
b0887	cydD	2	928419	930185	b0886	cydC	2	926697	928418	0	928446
b0891	lolA	1	936592	937206	b0892	ycaJ	1	937217	938560	-10	
b0894	dmsA	1	940269	942626	b0895	dmsB	1	942637	943254	-10	
b0895	dmsB	1	942637	943254	b0896	dmsC	1	943256	944119	-1	
b0898	ycaD	1	945094	946242	b0899		1	946260	947882	-17	
b0914	msbA	1	965844	967592	b0915	ycaH	1	967589	968575	4	
b0917		1	969896	970078	b0918	kdsB	1	970075	970821	4	
b0921	smtA	1	972760	973545	b0922	mukF	1	973542	974864	4	
b0922	mukF	1	973542	974864	b0923	mukE	1	974872	975549	-7	
b0923	mukE	1	974872	975549	b0924	mukB	1	975549	980009	1	
b0926		1	982298	982846	b0927		1	982873	983520	-26	
b0934		2	993264	994100	b0933	ycbE	2	992500	993267	4	993295
b0935		2	994066	995211	b0934		2	993264	994100	35	994128
b0936		2	995208	996209	b0935		2	994066	995211	4	995239
b0937		2	996160	996735	b0936		2	995208	996209	50	996237
b0939		1	997713	998414	b0940		1	998439	1001039	-24	
b0940		1	998439	1001039	b0941		1	1001030	1002100	10	
b0941		1	1001030	1002100	b0942		1	1002112	1002654	-11	
b0942		1	1002112	1002654	b0943		1	1002614	1003177	41	
b0943		1	1002614	1003177	b0944	ycbF	1	1003143	1003880	35	
b0948		1	1007067	1009175	b0949		1	1009187	1011094	-11	
b0950	pqiA	1	1011224	1012477	b0951	pqiB	1	1012482	1014122	-4	
b0951	pqiB	1	1012482	1014122	b0952		1	1014134	1014682	-11	
b0961	yccF	2	1023125	1023571	b0960		2	1020953	1023115	-9	1023143
b0967		2	1028002	1029105	b0966		2	1027627	1027995	-6	1028023
b0972	hyaA	1	1031362	1032480	b0973	hyaB	1	1032477	1034270	4	
b0973	hyaB	1	1032477	1034270	b0974	hyaC	1	1034289	1034996	-18	
b0974	hyaC	1	1034289	1034996	b0975	hyaD	1	1034993	1035580	4	
b0975	hyaD	1	1034993	1035580	b0976	hyaE	1	1035577	1035975	4	
b0976	hyaE	1	1035577	1035975	b0977	hyaF	1	1035972	1036829	4	
b0978	appC	1	1036963	1038507	b0979	appB	1	1038519	1039655	-11	
b0982		2	1043453	1043911	b0981	yccC	2	1041253	1043433	-19	1043461
b0983		2	1043887	1045026	b0982		2	1043453	1043911	25	1043939
b0985		2	1047168	1047914	b0984		2	1045072	1047168	1	1047196
b0986		2	1047911	1048555	b0985		2	1047168	1047914	4	1047942
b0996	torC	1	1057307	1058479	b0997	torA	1	1058479	1061025	1	
b0997	torA	1	1058479	1061025	b0998	torD	1	1061022	1061621	4	
b1000	cbpA	2	1062078	1062998	b0999	yccD	2	1061773	1062078	1	1062106
b1004	wrbA	2	1066335	1066931	b1003	yccJ	2	1066087	1066314	-20	1066342
b1007		2	1069083	1069541	b1006		2	1067734	1069128	46	1069156
b1009		2	1070188	1070988	b1008		2	1069588	1070178	-9	1070206
b1010		2	1070996	1071382	b1009		2	1070188	1070988	-7	1071016
b1011		2	1071394	1072128	b1010		2	1070996	1071382	-11	1071410
b1012		2	1072086	1073234	b1011		2	1071394	1072128	43	1072156
b1016		1	1080570	1080689	b1017		1	1080677	1081408	13	
b1018		1	1081466	1082593	b1019	ycdB	1	1082599	1083870	-5	
b1022		2	1085744	1087069	b1021		2	1085329	1085742	-1	1085770
b1023		2	1087062	1089080	b1022		2	1085744	1087069	8	1087097
b1024		2	1089089	1091512	b1023		2	1087062	1089080	-8	1089108
b1027		2	1094361	1094669	b1026	tra5_3	2	1093498	1094364	4	1094392
b1028		1	1094746	1095069	b1029		1	1095066	1096052	4	
b1034		1	1098102	1098839	b1035		1	1098863	1099417	-23	
b1038	csgF	2	1100934	1101350	b1037	csgG	2	1100074	1100907	-26	1100935
b1039	csgE	2	1101375	1101764	b1038	csgF	2	1100934	1101350	-24	1101378
b1040	csgD	2	1101769	1102419	b1039	csgE	2	1101375	1101764	-4	1101792
b1045		1	1105043	1105576	b1046		1	1105518	1106999	59	
b1048	mdoG	1	1108558	1110093	b1049	mdoH	1	1110086	1112629	8	
b1052		2	1113434	1113532	b1051	msyB	2	1113030	1113407	-26	1113435
b1053	yceE	2	1113487	1114713	b1052		2	1113434	1113532	46	1113560
b1057		2	1117703	1118269	b1056	yceI	2	1117124	1117699	-3	1117727
b1059		2	1118691	1119809	b1058		2	1118530	1118670	-20	1118698
b1066	rimJ	1	1124785	1125369	b1067	yceH	1	1125380	1126027	-10	
b1067	yceH	1	1125380	1126027	b1068	mviM	1	1126029	1126952	-1	
b1071	flgM	2	1129058	1129351	b1070	flgN	2	1128637	1129053	-4	1129081
b1073	flgB	1	1130241	1130657	b1074	flgC	1	1130661	1131065	-3	
b1074	flgC	1	1130661	1131065	b1075	flgD	1	1131077	1131772	-11	
b1075	flgD	1	1131077	1131772	b1076	flgE	1	1131797	1133005	-24	
b1076	flgE	1	1131797	1133005	b1077	flgF	1	1133025	1133780	-19	
b1079	flgH	1	1134787	1135485	b1080	flgI	1	1135497	1136594	-11
b1080	flgI	1	1135497	1136594	b1081	flgJ	1	1136594	1137535	1
b1082	flgK	1	1137601	1139244	b1083	flgL	1	1139256	1140209	-11
b1091	fabH	1	1147982	1148935	b1092	fabD	1	1148951	1149880	-15
b1092	fabD	1	1148951	1149880	b1093	fabG	1	1149893	1150627	-12
b1096	pabC	1	1152523	1153332	b1097	yceG	1	1153335	1154357	-2
b1097	yceG	1	1153335	1154357	b1098	tmk	1	1154347	1154988	11
b1098	tmk	1	1154347	1154988	b1099	holB	1	1154985	1155989	4
b1099	holB	1	1154985	1155989	b1100	ycfH	1	1156000	1156797	-10
b1103	ycfF	1	1161108	1161467	b1104		1	1161470	1161847	-2
b1104		1	1161470	1161847	b1105		1	1161861	1162502	-13
b1105		1	1161861	1162502	b1106		1	1162483	1163307	20
b1106		1	1162483	1163307	b1107		1	1163318	1164343	-10
b1107		1	1163318	1164343	b1108		1	1164309	1164908	35
b1116		1	1174650	1175849	b1117		1	1175857	1176543	-7
b1117		1	1175857	1176543	b1118		1	1176543	1177787	1
b1119		1	1177816	1178727	b1120		1	1178743	1179582	-15	
b1122		2	1180487	1180957	b1121		2	1179702	1180490	4	1180518
b1124	potC	2	1182049	1182843	b1123	potD	2	1181006	1182052	4	1182080
b1125	potB	2	1182840	1183667	b1124	potC	2	1182049	1182843	4	1182871
b1126	potA	2	1183681	1184817	b1125	potB	2	1182840	1183667	-13	1183695
b1130	phoP	2	1188999	1189670	b1129	phoQ	2	1187539	1188999	1	1189027
